,street,parish,county,host_country,host_continent,membership_duration,count
2482,RUA DO CABO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2483,RUA DO CABO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2484,RUA DO CABRAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2485,RUA DO CAMPO SANTO,Galiza,Cascais,Portugal,Europe,Member for more than 1 year,2
2486,RUA DO CAMPO SANTO,Galiza,Cascais,Portugal,Europe,Member for more than 2 years,1
2487,RUA DO CAMPO SANTO,Galiza,Cascais,Portugal,Europe,Member for more than 5 years,1
2488,RUA DO CARMO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,3
2489,RUA DO CARMO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
2490,RUA DO CARMO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2491,RUA DO CARRASCAL,Santo Isidoro,Mafra,Portugal,Europe,Member for more than 1 year,2
2492,RUA DO CASALINHO,Bucelas,Loures,Portugal,Europe,Member for more than 2 years,1
2493,RUA DO CRUCIFIXO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,11
2494,RUA DO CRUCIFIXO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,7
2495,RUA DO CRUCIFIXO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
2496,RUA DO CURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
2497,RUA DO CURA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2498,RUA DO DANÚBIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2499,RUA DO DIÁRIO DE NOTÍCIAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,21
2500,RUA DO DIÁRIO DE NOTÍCIAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,19
2501,RUA DO DIÁRIO DE NOTÍCIAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,19
2502,RUA DO DIÁRIO DE NOTÍCIAS,Lisboa,Lisboa,Netherlands,Europe,Member for more than 5 years,1
2503,RUA DO DUQUE 4,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2504,RUA DO EMBAIXADOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,18
2505,RUA DO EMBAIXADOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,11
2506,RUA DO EMBAIXADOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2507,RUA DO ESPIRITO SANTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2508,RUA DO FERRAGIAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2509,RUA DO FERRAGIAL (27) RUA DO CORPO SANTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
2510,RUA DO FERRAGIAL (27) RUA DO CORPO SANTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2511,RUA DO FERRAGIAL (27) RUA DO CORPO SANTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
2512,RUA DO FERRAGIAL (27) RUA DO CORPO SANTO,Lisboa,Lisboa,Belgium,Europe,Member for more than 5 years,1
2513,RUA DO FERRAGIAL (27) RUA DO CORPO SANTO,Lisboa,Lisboa,Belgium,Europe,Member for more than 1 year,1
2514,RUA DO FERRAGIAL DE BAIXO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2515,RUA DO FERRAGIAL DE BAIXO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2516,RUA DO GAMA,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
2517,RUA DO GAMA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
2518,RUA DO GIESTAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2519,RUA DO JOINAL,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2520,RUA DO JUNCALINHO,Magoito,Sintra,Portugal,Europe,Member for more than 5 years,1
2521,RUA DO LUMIAR,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2522,RUA DO MACHADINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2523,RUA DO MACHADINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2524,RUA DO MACHADINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2525,RUA DO MACHADO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2526,RUA DOM AFONSO HENRIQUES,Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
2527,RUA DOM AFONSO HENRIQUES,Estoril,Cascais,Portugal,Europe,Member for more than 5 years,1
2528,RUA DOM ALBERTO BRAMÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2529,RUA DOM ANTÓNIO CAETANO DE SOUSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2530,RUA DOM ANTÓNIO GUEDES HERÉDIA,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
2531,RUA DOM BOSCO,Bairro de Santo António,Cascais,Switzerland,Europe,Member for more than 2 years,1
2532,RUA DOM BOSCO,Bairro de Santo António,Cascais,Portugal,Europe,Member for more than 2 years,1
2533,RUA DOM BOSCO,Bairro de Santo António,Cascais,Portugal,Europe,Member for more than 5 years,1
2534,RUA DOM CARLOS DE MASCARENHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2535,RUA DOM CARLOS DE MASCARENHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2536,RUA DOM CARLOS DE MASCARENHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2537,RUA DOM CRISTÓVÃO DA GAMA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2538,RUA DOM DINIS,Amadora,Amadora,Portugal,Europe,Member for more than 1 year,1
2539,RUA DOM DINIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2540,RUA DOM DINIZ,Estoril,Cascais,Portugal,Europe,Member for more than 1 year,1
2541,RUA DOM DUARTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2542,RUA DOM DUARTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2543,RUA DOM DUARTE,Lisboa,Lisboa,France,Europe,Member for more than 5 years,1
2544,RUA DOM DUARTE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2545,RUA DO MEIO À LAPA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2546,RUA DOM FRANCISCO DE ALMEIDA,Laveiras,Oeiras,Portugal,Europe,Member for more than 1 year,1
2547,RUA DOM FRANCISCO DE AVILEZ,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
2548,RUA DOM FRANCISCO MANUEL DE MELO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2549,RUA DOM FUAS ROUPINHO,Galiza,Cascais,Portugal,Europe,Member for more than 5 years,1
2550,RUA DO MINDELO,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 2 years,1
2551,RUA DO MINDELO,Praia das Maçãs,Sintra,United Kingdom,Europe,Member for more than 2 years,1
2552,RUA DOMINGOS SEQUEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
2553,RUA DOMINGOS SEQUEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2554,RUA DOMINGOS SEQUEIRA,São Pedro do Estoril,Cascais,Portugal,Europe,Member for more than 5 years,1
2555,RUA DOMINGOS TENDEIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2556,RUA DOMINGOS TENDEIRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2557,RUA DO MIRANTE 7,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2558,RUA DOM JERÓNIMO OSÓRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2559,RUA DOM JERÓNIMO OSÓRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2560,RUA DOM JOÃO DE CASTRO,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,2
2561,RUA DOM JOÃO DE CASTRO,Sintra,Sintra,Portugal,Europe,Member for more than 5 years,2
2562,RUA DOM JOÃO DE CASTRO,Algés,Oeiras,United States,North America,Member for more than 1 year,1
2563,RUA DOM JOÃO DE CASTRO,Sintra,Sintra,United States,North America,Member for more than 5 years,1
2564,RUA DOM JOÃO DE CASTRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2565,RUA DOM JOÃO V,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
2566,RUA DOM JOSÉ DE AVILEZ,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,2
2567,RUA DOM JOSÉ DE BRAGANÇA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2568,RUA DOM LUÍS I,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2569,RUA DOM LUÍS I,Lisboa,Lisboa,China,Asia,Member for more than 2 years,1
2570,RUA DOM PEDRO V,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,20
2571,RUA DOM PEDRO V,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2572,RUA DOM TOMAZ DE MELLO BREYNER,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2573,RUA DOM VASCO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2574,RUA DONA ESTEFÂNIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,5
2575,RUA DONA FILIPA DE VILHENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2576,RUA DONA JOANA PEDROSO SIMÕES ALVES,Linda a Velha,Oeiras,Portugal,Europe,Member for more than 2 years,1
2577,RUA DONA MARIA CARMO FRAGOSO CARMONA,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,3
2578,RUA DONDO,Parede,Cascais,Portugal,Europe,Member for more than 2 years,2
2579,RUA DO NORTE 12,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2580,RUA DO NORTE 14 SOTAO,Lisboa,Lisboa,United States,North America,Member for more than 2 years,4
2581,RUA DO NORTE 14 SOTAO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
2582,RUA DO NORTE 14 SOTAO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2583,RUA DO OLIVAL 55,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2584,RUA DO OLIVEIRINHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2585,RUA DO OURO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2586,RUA DO OURO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2587,RUA DO PARQUE CAMPISMO,Praia da Areia Branca,Lourinhã,Portugal,Europe,Member for more than 5 years,1
2588,RUA DO PARQUE CAMPISMO,Praia da Areia Branca,Lourinhã,Portugal,Europe,Member for more than 2 years,1
2589,RUA DO PASSADICO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2590,RUA DO PASSADICO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2591,RUA DO PASSADIÇO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,15
2592,RUA DO PASSADIÇO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,8
2593,RUA DO PASSADIÇO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,7
2594,RUA DO PASSADIÇO,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,3
2595,RUA DO POMBAL,Alcabideche,Cascais,Portugal,Europe,Member for more than 2 years,1
2596,RUA DO QUELHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2597,RUA DO QUELHAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2598,RUA DO RECOLHIMENTO 48,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
2599,RUA DO RECOLHIMENTO 48,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
2600,RUA DO RECOLHIMENTO 48,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2601,RUA DOS AÇORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,13
2602,RUA DOS AÇORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2603,RUA DOS AÇORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2604,RUA DOS ÁLAMOS DA MARINHA,Quinta da Marinha,Cascais,Portugal,Europe,Member for more than 2 years,1
2605,RUA DO SALITRE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2606,RUA DO SALITRE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2607,RUA DO SALVADOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,18
2608,RUA DO SALVADOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,8
2609,RUA DO SALVADOR,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2610,RUA DOS ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2611,RUA DOS ARGONAUTAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2612,RUA DOS ARGONAUTAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2613,RUA DOS BACALHOEIROS 99,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,12
2614,RUA DOS BACALHOEIROS 99,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2615,RUA DOS BACALHOEIROS 99,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2616,RUA DOS BACALHOEIROS 99,Lisboa,Lisboa,France,Europe,Member for more than 1 year,2
2617,RUA DOS BACALHOEIROS 99,Lisboa,Lisboa,France,Europe,Member for more than 2 years,1
2618,RUA DOS BACALHOEIROS 99,Lisboa,Lisboa,Portugal,Europe,Member for more than 10 years,1
2619,RUA DOS CABEÇOS,Almoçageme,Sintra,Portugal,Europe,Member for more than 5 years,1
2620,RUA DOS CAETANOS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2621,RUA DOS CAETANOS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2622,RUA DOS CAETANOS 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2623,RUA DOS CAVALEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,8
2624,RUA DOS CAVALEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2625,RUA DOS CAVALEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2626,RUA DOS CAVALEIROS,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,1
2627,RUA DOS CEGOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2628,RUA DOS CEGOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2629,RUA DOS CORDEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2630,RUA DOS CORVOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2631,RUA DOS COXOS,Arneiro de Arreganha,Sintra,Portugal,Europe,Member for more than 5 years,1
2632,RUA DO SENA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2633,RUA DOS FANQUEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,39
2634,RUA DOS FANQUEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,15
2635,RUA DOS FANQUEIROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,10
2636,RUA DOS FERREIROS SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,10
2637,RUA DOS FERREIROS SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
2638,RUA DOS FERREIROS SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2639,RUA DOS INDUSTRIAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2640,RUA DOS INDUSTRIAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2641,RUA DOS LAGARES 38,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2642,RUA DOS LAGARES 38,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2643,RUA DOS LUSÍADAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
2644,RUA DOS MOUROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2645,RUA DOS NAVEGANTES,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
2646,RUA DO SOL SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,26
2647,RUA DO SOL SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,6
2648,RUA DO SOL SANTA CATARINA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,5
2649,RUA DOS PINHEIRINHOS,Boavista,Torres Vedras,Portugal,Europe,Member for more than 5 years,1
2650,RUA DOS PRAZERES,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2651,RUA DOS PRAZERES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2652,RUA DOS PRAZERES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2653,"RUA DOS PRAZERES, N.",Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2654,RUA DOS SAPADORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2655,RUA DOS SAPADORES,Lisboa,Lisboa,United States,North America,Member for more than 2 years,1
2656,RUA DOS SAPADORES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2657,RUA DO TERREIRINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2658,RUA DO TIBRE 1,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2659,RUA DOUTORA IRACY DOYLE,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
2660,RUA DOUTOR ALFREDO DA COSTA,Sintra,Sintra,Portugal,Europe,Member for more than 5 years,3
2661,RUA DOUTOR ALFREDO DA COSTA,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,1
2662,RUA DOUTOR ALMADA GUERRA,Sintra,Sintra,Portugal,Europe,Member for more than 1 year,2
2663,RUA DOUTOR ALMADA GUERRA,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,2
2664,RUA DOUTOR ALMADA GUERRA,Sintra,Sintra,United Kingdom,Europe,Member for more than 2 years,1
2665,RUA DOUTOR ALMEIDA AMARAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
2666,RUA DOUTOR ÁLVARO DE CASTRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
2667,RUA DOUTOR ANTÓNIO BENTO FRANCO,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,1
2668,RUA DOUTOR ANTÓNIO GRANJO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2669,RUA DOUTOR ANTÓNIO GRANJO,Parede,Cascais,Portugal,Europe,Member for more than 1 year,1
2670,RUA DOUTOR ANTÓNIO GRANJO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2671,RUA DOUTOR ANTÓNIO SOUTO LOPES,Moscavide,Loures,Portugal,Europe,Member for more than 5 years,5
2672,RUA DOUTOR ARMINDO MONTEIRO,Loures,Loures,Portugal,Europe,Member for more than 2 years,1
2673,RUA DOUTOR CARLOS MANUEL CASCAES BRÁS,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2674,RUA DOUTOR EDUARDO BURNAY,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
2675,RUA DOUTOR FÉLIX ALVES PEREIRA,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,1
2676,RUA DOUTOR FERNANDO ANDREA,Rodízio,Sintra,Portugal,Europe,Member for more than 2 years,2
2677,RUA DOUTOR FERNANDO ANDREA,Rodízio,Sintra,Portugal,Europe,Member for more than 5 years,2
2678,RUA DOUTOR FLÁVIO RESENDE,Parede,Cascais,Portugal,Europe,Member for more than 1 year,1
2679,RUA DOUTOR GAMA BARROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2680,RUA DOUTOR GAMA BARROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2681,RUA DOUTOR GAMA BARROS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2682,RUA DOUTOR JOÃO ANTÓNIO GONÇALVES AMARAL,Moscavide,Loures,Portugal,Europe,Member for more than 1 year,1
2683,RUA DOUTOR JOÃO COUTO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2684,RUA DOUTOR JOAQUIM MANSO,Areias,Cascais,Portugal,Europe,Member for more than 2 years,1
2685,RUA DOUTOR JOSÉ BAPTISTA DE SOUSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2686,RUA DOUTOR JOSÉ DA SILVA CARVALHO,Lameiras,Sintra,Portugal,Europe,Member for more than 2 years,1
2687,RUA DOUTOR JOSÉ JOAQUIM DE ALMEIDA,Oeiras,Oeiras,Portugal,Europe,Member for more than 5 years,1
2688,RUA DOUTOR JOSÉ SARAIVA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2689,RUA DOUTOR LUÍS DE ALMEIDA ALBUQUERQUE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
2690,RUA DOUTOR MANUEL DE ARRIAGA,Carcavelos,Cascais,Portugal,Europe,Member for more than 2 years,2
2691,RUA DOUTOR MANUEL MARQUES DA MATA,Carcavelos,Cascais,Portugal,Europe,Member for more than 1 year,1
2692,RUA DOUTOR MANUEL MARQUES DA MATA,Carcavelos,Cascais,Portugal,Europe,Member for more than 2 years,1
2693,RUA DOUTOR OLIVEIRA RAMOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2694,RUA DOUTOR OLIVEIRA RAMOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2695,RUA DOUTOR RUI GOMES DE OLIVEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2696,RUA DOUTOR SILVA TELES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2697,RUA DOUTOR TEÓFILO BRAGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
2698,RUA DOUTOR TEÓFILO BRAGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2699,RUA DOUTOR TEÓFILO BRAGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2700,RUA DO VALE DE SANTO ANTÓNIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,14
2701,RUA DO VALE DE SANTO ANTÓNIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,8
2702,RUA DO VALE DE SANTO ANTÓNIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
2703,RUA DO VALE DE SANTO ANTÓNIO,Lisboa,Lisboa,Switzerland,Europe,Member for more than 1 year,1
2704,RUA DO VALE DE SANTO ANTÓNIO,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 2 years,1
2705,RUA DO VIGÁRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,6
2706,RUA DO VIGÁRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,3
2707,RUA DO VIGÁRIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
2708,RUA DO VOLGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2709,RUA DO ZAIRE,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2710,RUA DR ALFREDO COSTA,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,1
2711,RUA DR ALMEIDA AMARAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
2712,RUA DR. ANTÓNIO BRANDÃO DE VASCONCELOS,Azenhas do Mar,Sintra,Portugal,Europe,Member for more than 1 year,1
2713,RUA DR ANTONIO DIAS PINHEIRO,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
2714,RUA DR ANTÓNIO PEREIRA COUTINHO,Alcabideche,Cascais,Portugal,Europe,Member for more than 2 years,1
2715,RUA DR. EDUARDO BURNAY,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,2
2716,RUA DR. EGAS MONIZ,Paúl,Torres Vedras,Portugal,Europe,Member for more than 5 years,1
2717,RUA DR. MANUEL ESTRELA PERALTA,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
2718,RUA DR RODRIGO DE SOUSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2719,RUA DR TEÓFILO BRAGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
2720,RUA DUARTE GALVÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
2721,RUA DUARTE LOBO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
